timestamp,bytes_sent,bytes_recv,packets_sent,packets_recv,bytes_sent_rate,bytes_recv_rate,packets_sent_rate,packets_recv_rate,errin,errout,dropin,dropout
2025-03-20 11:45:27.342,124,1921,2,24,123.82513992696109,1918.2910790297763,1.9971796762413079,23.966156114895696,0,0,0,0
2025-03-20 11:45:28.348,153,465,1,6,151.88114367076415,461.59955429349884,0.9926872135344061,5.956123281206437,0,0,0,0
2025-03-20 11:45:29.354,579,1003,2,8,575.3342588582686,996.6498473831493,1.9873376817211352,7.949350726884541,0,0,0,0
2025-03-20 11:45:30.361,238,482,2,7,236.4535793933063,478.86817339316656,1.9870048688513136,6.9545170409795976,0,0,0,0
2025-03-20 11:45:31.367,55,388,1,6,54.68342236000404,385.76668864875575,0.9942440429091643,5.965464257454986,0,0,0,0
2025-03-20 11:45:32.373,208,186,2,3,206.70882878178264,184.84539496832485,1.9875848921325254,2.9813773381987883,0,0,0,0
2025-03-20 11:45:33.378,0,817,0,8,0.0,812.5982607639891,0.0,7.956898514212867,0,0,0,0
2025-03-20 11:45:34.384,732,1062,3,9,727.5296767167226,1055.5143670398354,2.981679002937388,8.945037008812164,0,0,0,0
2025-03-20 11:45:35.390,0,933,0,11,0.0,927.4168862396358,0.0,10.934175507648439,0,0,0,0
2025-03-20 11:45:36.396,153,1333,1,17,152.0546396166602,1324.7636248954775,0.9938211739650994,16.89495995740669,0,0,0,0
2025-03-20 11:45:37.401,54,2257,1,29,53.73989163871822,2246.1284338627224,0.9951831784947819,28.860312176348675,0,0,0,0
2025-03-20 11:45:38.407,153,1306,1,15,152.17932886135222,1298.994794071412,0.9946361363487073,14.91954204523061,0,0,0,0
2025-03-20 11:45:39.413,579,2198,2,14,575.489139532481,2184.6720702804714,1.9878726754144418,13.915108727901092,0,0,0,0
2025-03-20 11:45:40.419,14911,16628,43,50,14818.042424139036,16524.33836956501,42.73193107356841,49.68829194600978,0,0,0,0
2025-03-20 11:45:41.424,9554,17797,32,49,9504.653710555776,17705.07871956889,31.834720403787404,48.74691561829946,0,0,0,0
2025-03-20 11:45:42.429,889,1103,6,12,884.3594524410308,1097.2423802502328,5.968680218949589,11.937360437899178,0,0,0,0
2025-03-20 11:45:43.435,0,1886,0,16,0.0,1874.991815221351,0.0,15.906611369852396,0,0,0,0
2025-03-20 11:45:44.441,1616,1581,6,14,1605.6459801613275,1570.8702318286255,5.961556857034632,13.910299333080808,0,0,0,0
2025-03-20 11:45:45.447,1574,11431,11,20,1565.7221335621498,11370.882915342398,10.942149599227223,19.894817453140405,0,0,0,0
2025-03-20 11:45:46.453,347,8335,4,92,344.9713633828549,8286.271797683274,3.976615139859999,91.46214821677998,0,0,0,0
2025-03-20 11:45:47.459,55,2725,1,34,54.67345601401162,2708.821229785121,0.9940628366183931,33.798136445025364,0,0,0,0
2025-03-20 11:45:48.464,944,2007,7,22,938.4453610104453,1995.1905079957241,6.958810939696098,21.87054866761631,0,0,0,0
2025-03-20 11:45:49.470,689,1177,4,10,685.524573675481,1171.0630235356184,3.9798233595093238,9.94955839877331,0,0,0,0
2025-03-20 11:45:50.476,153,746,1,7,152.0439758834898,741.338601366558,0.9937514763626784,6.956260334538748,0,0,0,0
2025-03-20 11:45:51.481,108,757,2,10,107.40244117563377,752.8115552773589,1.9889340958450699,9.94467047922535,0,0,0,0
2025-03-20 11:45:52.487,938,356,3,6,933.2599438230367,354.2010021332634,2.9848399056173878,5.9696798112347755,0,0,0,0
2025-03-20 11:45:53.493,54,888,1,10,53.67609833506098,882.6736170654473,0.9940018210196477,9.940018210196477,0,0,0,0
2025-03-20 11:45:54.499,732,1229,3,8,727.472100577906,1221.3978300686426,2.981443035155352,7.950514760414273,0,0,0,0
2025-03-20 11:45:55.505,110,933,2,8,109.43008642011618,928.1660966360763,1.9896379349112032,7.958551739644813,0,0,0,0
2025-03-20 11:45:56.512,153,655,1,7,152.04977590417855,650.9320471714833,0.993789384994631,6.956525694962417,0,0,0,0
2025-03-20 11:45:57.517,192,666,3,8,190.77415792222928,661.7478602927329,2.9808462175348325,7.948923246759554,0,0,0,0
2025-03-20 11:45:58.523,153,176,1,3,152.06130520952107,174.9201942279458,0.9938647399315103,2.981594219794531,0,0,0,0
2025-03-20 11:45:59.529,579,2995,2,29,575.6063097871005,2977.4454193650536,1.9882774085910206,28.8300224245698,0,0,0,0
2025-03-20 11:46:00.535,889,4250,6,29,883.5390542880622,4223.893116675213,5.9631432235414765,28.821858913783807,0,0,0,0
2025-03-20 11:46:01.541,85,120,1,2,84.47489986674174,119.25868216481186,0.9938223513734321,1.9876447027468642,0,0,0,0
2025-03-20 11:46:02.547,153,752,1,6,152.08000801957115,747.4782093510948,0.993986980520073,5.963921883120438,0,0,0,0
2025-03-20 11:46:03.553,0,672,0,5,0.0,668.0686515669879,0.0,4.9707488955877075,0,0,0,0
2025-03-20 11:46:04.559,3001,1655,7,10,2982.128066712676,1644.5924526522758,6.955980162275487,9.93711451753641,0,0,0,0
2025-03-20 11:46:05.566,267,2654,4,9,265.55330158680476,2639.619709405917,3.9783266155326555,8.951234884948475,0,0,0,0
2025-03-20 11:46:06.571,4884,2980,9,31,4853.630556032061,2961.469913385655,8.94403665116473,30.80723735401185,0,0,0,0
2025-03-20 11:46:07.577,534,2784,8,13,530.8373549786659,2767.5116034842804,7.9526195502421855,12.923006769143552,0,0,0,0
2025-03-20 11:46:08.583,1695,465,7,5,1685.2456501368588,462.32402791365155,6.959716549237765,4.971226106598404,0,0,0,0
2025-03-20 11:46:09.588,3101,6969,15,20,3083.639061736146,6929.984076504095,14.916022549513764,19.888030066018352,0,0,0,0
2025-03-20 11:46:10.594,503,1017,4,10,500.2950954723296,1011.5310379629408,3.978489824829659,9.946224562074148,0,0,0,0
2025-03-20 11:46:11.600,0,394,0,4,0.0,391.7393031518956,0.0,3.977048762963407,0,0,0,0
2025-03-20 11:46:12.606,153,2140,1,13,152.03176486419383,2126.4573647671555,0.9936716657790446,12.91773165512758,0,0,0,0
2025-03-20 11:46:13.613,0,86,0,1,0.0,85.46272821010493,0.0,0.9937526536058713,0,0,0,0
2025-03-20 11:46:14.620,1198,2430,11,18,1190.4739344487564,2414.734274382703,10.93089589226738,17.886920550982985,0,0,0,0
2025-03-20 11:46:15.626,0,245,0,3,0.0,243.25908944893155,0.0,2.978682727946101,0,0,0,0
2025-03-20 11:46:16.632,293,264,3,4,291.15200598162585,262.3349132394171,2.981078559538831,3.9747714127184413,0,0,0,0
2025-03-20 11:46:17.638,55,301,1,3,54.669853989671616,299.19320092529375,0.9939973452667566,2.98199203580027,0,0,0,0
2025-03-20 11:46:18.644,800,1232,5,7,795.6096683089706,1225.2388891958149,4.972560426931067,6.961584597703493,0,0,0,0
2025-03-20 11:46:19.650,581,1228,2,8,577.3199552716866,1220.2218675966112,1.987332031916305,7.94932812766522,0,0,0,0
2025-03-20 11:46:20.656,153,495,1,5,152.21795257092694,492.4698465529989,0.9948885788949472,4.974442894474736,0,0,0,0
2025-03-20 11:46:21.662,0,510,0,5,0.0,506.86032815319345,0.0,4.969218903462681,0,0,0,0
2025-03-20 11:46:22.668,153,1135,1,6,152.09028030578813,1128.25142579784,0.994054119645674,5.964324717874044,0,0,0,0
2025-03-20 11:46:23.674,0,712,0,8,0.0,707.8913547657922,0.0,7.9538354468066546,0,0,0,0
2025-03-20 11:46:24.680,943,2072,7,20,937.0101821414053,2058.838915585357,6.955536876977558,19.872962505650165,0,0,0,0
2025-03-20 11:46:25.685,0,489,0,4,0.0,486.17588679649594,0.0,3.9768988695009893,0,0,0,0
2025-03-20 11:46:26.690,345,636,4,8,343.3221489408043,632.9069180473958,3.980546654386137,7.961093308772274,0,0,0,0
