timestamp,bytes_sent,bytes_recv,packets_sent,packets_recv,bytes_sent_rate,bytes_recv_rate,packets_sent_rate,packets_recv_rate,errin,errout,dropin,dropout
2025-03-20 15:07:03.152,4168,1533,8,16,4147.938250695797,1525.6212423984302,7.9614937633316645,15.922987526663329,0,0,0,0
2025-03-20 15:07:04.160,2058,5596,8,11,2042.0798452236727,5552.710793912377,7.938114072783956,10.914906850077939,0,0,0,0
2025-03-20 15:07:05.174,28217,6544,26,55,27824.90557407143,6453.066664660432,25.63871229846749,54.23573755445045,0,0,0,0
2025-03-20 15:07:06.185,20724,5172,13,17,20508.510005839504,5118.221084259887,12.864824844427405,16.823232488866605,0,0,0,0
2025-03-20 15:07:07.207,17009,3514,17,34,16772.494575811103,3465.1388053030873,16.76361971831317,33.52723943662634,0,0,0,0
2025-03-20 15:07:08.213,9078,3800,7,32,8947.475311186256,3745.363095671709,6.8993530709742,31.539899753024915,0,0,0,0
2025-03-20 15:07:09.229,55,2810,1,17,54.170148674739195,2767.60214138213,0.9849117940861672,16.743500499464844,0,0,0,0
2025-03-20 15:07:10.236,55,2221,1,12,54.61673394910715,2205.5230200175815,0.9930315263474028,11.916378316168833,0,0,0,0
2025-03-20 15:07:11.249,55,421,1,5,54.29342117433522,415.5914602617296,0.9871531122606404,4.935765561303202,0,0,0,0
2025-03-20 15:07:12.262,55,421,1,5,54.281910400278605,415.50335051849623,0.9869438254596109,4.934719127298055,0,0,0,0
2025-03-20 15:07:13.275,55,381,1,6,54.697451383567156,378.90416322071064,0.9944991160648573,5.966994696389144,0,0,0,0
2025-03-20 15:07:14.285,55,1054,1,6,54.0423700641916,1035.6483281392354,0.9825885466216655,5.895531279729993,0,0,0,0
2025-03-20 15:07:15.292,772,578,5,8,766.6657167406931,574.006197248861,4.965451533294645,7.944722453271432,0,0,0,0
2025-03-20 15:07:16.304,109,534,2,4,107.71288071125788,527.6942963285478,1.9763831323166583,3.9527662646333166,0,0,0,0
2025-03-20 15:07:17.309,55,242,1,4,54.70140726107542,240.68619194873185,0.9945710411104621,3.9782841644418485,0,0,0,0
2025-03-20 15:07:18.315,55,3969,1,11,54.676902999675995,3945.6841455584367,0.9941255090850181,10.935380599935199,0,0,0,0
2025-03-20 15:07:19.326,110,4206,2,15,108.85405285269952,4162.1831481677655,1.9791645973218097,14.843734479913572,0,0,0,0
2025-03-20 15:07:20.335,110,1177,2,8,109.01328554807966,1166.4421553644524,1.982059737237812,7.928238948951248,0,0,0,0
2025-03-20 15:07:21.347,217,1171,4,15,214.37438522731958,1156.8313599133235,3.951601571010499,14.818505891289371,0,0,0,0
2025-03-20 15:07:22.355,8624,10846,15,30,8553.860976527989,10757.789442419129,14.87800494525972,29.75600989051944,0,0,0,0
2025-03-20 15:07:23.367,42592,55569,101,119,42093.22045125311,54918.25148515411,99.81722543145577,117.60643392419045,0,0,0,0
2025-03-20 15:07:24.381,1347,1680,2,11,1328.8270566942597,1657.3344136943997,1.9730171591599996,10.851594375379998,0,0,0,0
2025-03-20 15:07:25.405,1347,2698,2,10,1326.7914634111974,2657.5229163202753,1.9699947489401595,9.849973744700797,0,0,0,0
2025-03-20 15:07:26.405,55,268,1,4,54.50258624579837,265.5762384340721,0.9909561135599704,3.9638244542398815,0,0,0,0
2025-03-20 15:07:27.413,1402,1944,3,9,1390.6892834836299,1928.3166669701689,2.975797325571248,8.927391976713745,0,0,0,0
2025-03-20 15:07:28.421,3580,1312,5,15,3553.555297493774,1302.308533606657,4.963066057952198,14.889198173856595,0,0,0,0
2025-03-20 15:07:29.428,2918,2989,4,19,2896.9526846032345,2967.4405669222306,3.9711482996617335,18.862954423393234,0,0,0,0
2025-03-20 15:07:30.434,271,1274,5,16,269.5396175838487,1267.1345859845878,4.973055674978759,15.913778159932027,0,0,0,0
2025-03-20 15:07:31.446,55,246,1,4,54.296897084392405,242.85521241382784,0.9872163106253165,3.948865242501266,0,0,0,0
2025-03-20 15:07:32.460,121,1217,2,12,119.46813305289325,1201.5927101270338,1.9746798851717893,11.848079311030736,0,0,0,0
2025-03-20 15:07:33.466,0,665,0,9,0.0,660.8810587509137,0.0,8.944254930463494,0,0,0,0
2025-03-20 15:07:34.472,1560,1103,3,9,1550.0807932636271,1095.9866121601158,2.980924602430052,8.942773807290157,0,0,0,0
2025-03-20 15:07:35.479,342,1622,5,17,339.62401876861395,1610.7314574347715,4.965263432289678,16.881895669784903,0,0,0,0
2025-03-20 15:07:36.485,55,1269,1,11,54.66114889800619,1261.1817809376337,0.9938390708728397,10.932229779601238,0,0,0,0
2025-03-20 15:07:37.494,424,4851,5,29,420.28981336837353,4808.551614740519,4.956247799155348,28.74623723510102,0,0,0,0
2025-03-20 15:07:38.500,5380,4525,7,29,5346.2904744417465,4496.647657406859,6.9561400225078485,28.818294378961085,0,0,0,0
2025-03-20 15:07:39.511,232,1192,3,8,229.46047137234115,1178.9520770509941,2.9671612677457904,7.9124300473221085,0,0,0,0
2025-03-20 15:07:40.517,55,4747,1,32,54.70747837602161,4721.7527245631745,0.9946814250185748,31.829805600594394,0,0,0,0
2025-03-20 15:07:41.529,487,741,9,12,481.11610352273027,732.047295093107,8.891262693438547,11.85501692458473,0,0,0,0
2025-03-20 15:07:42.538,256,1973,4,11,253.6084293824756,1954.5680905141576,3.9626317091011813,10.897237200028249,0,0,0,0
2025-03-20 15:07:43.546,307,3302,3,26,304.73348195479826,3277.622011122944,2.9778516151934684,25.808047331676725,0,0,0,0
2025-03-20 15:07:44.552,1260,4396,3,30,1252.3603790620134,4369.346211394136,2.9818104263381273,29.818104263381272,0,0,0,0
2025-03-20 15:07:45.563,55,267,1,4,54.41114645955748,264.14138372185175,0.9892935719919541,3.9571742879678165,0,0,0,0
2025-03-20 15:07:46.568,55,884,1,10,54.68347421005447,878.9125673034209,0.994244985637354,9.942449856373539,0,0,0,0
2025-03-20 15:07:47.578,55,298,1,5,54.48738285837378,295.2225471235525,0.9906796883340687,4.953398441670344,0,0,0,0
2025-03-20 15:07:48.584,703,1072,5,10,698.8594661394204,1065.6861275980918,4.970550968274683,9.941101936549366,0,0,0,0
2025-03-20 15:07:49.594,55,1797,1,16,54.43498915367007,1778.5395547117294,0.9897270755212739,15.835633208340383,0,0,0,0
2025-03-20 15:07:50.600,110,308,2,5,109.33864559205284,306.14820765774795,1.9879753744009607,4.969938436002402,0,0,0,0
2025-03-20 15:07:51.613,55,600,1,6,54.290635655915466,592.2614798827142,0.9871024664711903,5.922614798827142,0,0,0,0
2025-03-20 15:07:52.619,55,2883,1,24,54.66423163423708,2865.399632754646,0.9938951206224925,23.85348289493982,0,0,0,0
2025-03-20 15:07:53.625,55,497,1,5,54.6989039671911,494.2791867580723,0.9945255266762018,4.972627633381009,0,0,0,0
2025-03-20 15:07:54.633,2091,1371,8,11,2074.4658164397288,1360.159079071673,7.936741526311731,10.91301959867863,0,0,0,0
2025-03-20 15:07:55.639,1900,7825,7,21,1887.776251977099,7774.6574588004205,6.954965138862996,20.86489541658899,0,0,0,0
2025-03-20 15:07:56.653,55,684,1,9,54.280441562811404,675.0513096175091,0.9869171193238437,8.882254073914593,0,0,0,0
2025-03-20 15:07:57.659,55,615,1,6,54.65405215486064,611.1316740952599,0.9937100391792844,5.962260235075706,0,0,0,0
2025-03-20 15:07:58.665,0,1737,0,11,0.0,1726.3033746709054,0.0,10.93226086435231,0,0,0,0
2025-03-20 15:07:59.675,55,785,1,7,54.45842849942694,777.270297673639,0.9901532454441262,6.931072718108883,0,0,0,0
2025-03-20 15:08:00.682,55,694,1,6,54.630547646524036,689.3381830306851,0.9932826844822552,5.9596961068935315,0,0,0,0
2025-03-20 15:08:01.695,55,492,1,5,54.27253675076297,485.49251057046143,0.9867733954684176,4.933866977342087,0,0,0,0
2025-03-20 15:08:02.701,232,474,3,6,230.7291562633524,471.4035347794355,2.9835666758192123,5.967133351638425,0,0,0,0
