timestamp,bytes_sent,bytes_recv,packets_sent,packets_recv,bytes_sent_rate,bytes_recv_rate,packets_sent_rate,packets_recv_rate,errin,errout,dropin,dropout
2025-03-20 11:32:23.577,153,2802,1,19,152.97315687097142,2801.508402303673,0.9998245547122316,18.9966665395324,0,0,0,0
2025-03-20 11:32:24.586,0,1006,0,11,0.0,996.3561896724386,0.0,10.894550781706585,0,0,0,0
2025-03-20 11:32:25.599,153,1390,1,13,151.5985559443979,1377.2679265536804,0.9908402349307053,12.880923054099169,0,0,0,0
2025-03-20 11:32:26.609,0,1704,0,17,0.0,1684.1367377567085,0.0,16.801833651328664,0,0,0,0
2025-03-20 11:32:27.620,235,1825,2,20,232.4927633590091,1805.5289069369855,1.978661815821354,19.78661815821354,0,0,0,0
2025-03-20 11:32:28.629,0,1560,0,15,0.0,1542.7441456675888,0.0,14.834078323726816,0,0,0,0
2025-03-20 11:32:29.640,153,2391,1,21,151.57957751402586,2368.8024172289925,0.9907161929021299,20.805040050944726,0,0,0,0
2025-03-20 11:32:30.648,54,1119,1,12,53.46822476480865,1107.9804354040905,0.9901523104594195,11.881827725513034,0,0,0,0
2025-03-20 11:32:31.658,153,1251,1,11,151.65261679533052,1239.9831608559377,0.9911935738256897,10.903129312082587,0,0,0,0
2025-03-20 11:32:32.667,85,2392,1,24,84.20001728798717,2369.487545327827,0.9905884386822019,23.774122528372846,0,0,0,0
2025-03-20 11:32:33.676,153,1649,1,16,151.6370645294911,1634.3105843734043,0.9910919250293537,15.85747080046966,0,0,0,0
2025-03-20 11:32:34.688,0,1222,0,12,0.0,1211.498221318555,0.0,11.896872877105285,0,0,0,0
2025-03-20 11:32:35.697,153,1362,1,13,151.08424367532058,1344.9460123254028,0.9874787168321606,12.837223318818086,0,0,0,0
2025-03-20 11:32:36.707,0,1039,0,11,0.0,1028.9834713573339,0.0,10.893953979721534,0,0,0,0
2025-03-20 11:32:37.718,153,1545,1,14,151.5462514337452,1530.3199899682113,0.9904983753839556,13.866977255375378,0,0,0,0
2025-03-20 11:32:38.727,0,1309,0,11,0.0,1295.8105072556123,0.0,10.88916392651775,0,0,0,0
2025-03-20 11:32:39.737,274,3206,2,16,271.52858276944016,3177.0826144482667,1.981960458171096,15.855683665368767,0,0,0,0
2025-03-20 11:32:40.747,7444,9818,16,33,7368.980292678506,9719.055415571947,15.838753987487385,32.66743009919273,0,0,0,0
2025-03-20 11:32:41.756,8872,7938,14,35,8785.102074889419,7860.25025591436,13.862875230889525,34.65718807722381,0,0,0,0
2025-03-20 11:32:42.766,0,1886,0,15,0.0,1867.6124307329376,0.0,14.853757402435878,0,0,0,0
2025-03-20 11:32:43.776,153,1970,1,21,151.5296475586912,1951.0680110498151,0.9903898533247792,20.798186919820363,0,0,0,0
2025-03-20 11:32:44.786,0,1540,0,16,0.0,1526.4092461354899,0.0,15.85879736244665,0,0,0,0
2025-03-20 11:32:45.795,993,1004,4,10,982.6538315168345,993.5392213926505,3.9583235912057786,9.895808978014447,0,0,0,0
2025-03-20 11:32:46.806,679,1343,12,16,672.4564500918274,1330.0574557780917,11.884355524450559,15.845807365934078,0,0,0,0
2025-03-20 11:32:47.816,153,855,1,8,151.44704014076845,846.3216949042943,0.9898499355605781,7.918799484484625,0,0,0,0
2025-03-20 11:32:48.826,54,2412,1,18,53.440671907409815,2387.0166785309716,0.989642072359441,17.81355730246994,0,0,0,0
2025-03-20 11:32:49.836,153,841,1,8,151.63340985159869,833.4882201646699,0.991068038245743,7.928544305965944,0,0,0,0
2025-03-20 11:32:50.846,0,1474,0,11,0.0,1458.2782298857678,0.0,10.882673357356476,0,0,0,0
2025-03-20 11:32:51.856,153,1843,1,15,151.55276515418987,1825.56696849132,0.9905409487201953,14.85811423080293,0,0,0,0
2025-03-20 11:32:52.867,0,1514,0,13,0.0,1498.3774923991898,0.0,12.865856936056451,0,0,0,0
2025-03-20 11:32:53.876,261,3717,3,28,258.2640404441229,3678.036162186991,2.9685521890129065,27.706487097453792,0,0,0,0
2025-03-20 11:32:54.886,4683,7249,8,22,4642.379357712732,7186.12170917352,7.930607487017266,21.80917058929748,0,0,0,0
2025-03-20 11:32:55.895,940,2854,7,13,930.5399740945361,2825.277751133836,6.929552998576332,12.869169854498903,0,0,0,0
2025-03-20 11:32:56.905,246,1628,4,19,243.786377858935,1613.3505006274233,3.9640061440477234,18.829029184226687,0,0,0,0
2025-03-20 11:32:57.914,262,1605,3,18,259.5165803467329,1589.7866849484974,2.971563897099995,17.82938338259997,0,0,0,0
2025-03-20 11:32:58.923,0,1836,0,15,0.0,1818.531397342933,0.0,14.857282658030499,0,0,0,0
2025-03-20 11:32:59.933,153,1395,1,14,151.62577859225135,1382.4703342234682,0.9910181607336689,13.874254250271365,0,0,0,0
2025-03-20 11:33:00.942,9272,18055,23,39,9181.0390024786,17877.875236168155,22.774363358175993,38.61739873777668,0,0,0,0
2025-03-20 11:33:01.952,54,2478,1,21,53.51045437921542,2455.5352954017744,0.990934340355841,20.80962114747266,0,0,0,0
2025-03-20 11:33:02.961,454,2201,6,22,449.3185980947635,2178.3044810717497,5.938131252353703,21.773147925296907,0,0,0,0
2025-03-20 11:33:03.971,0,2279,0,19,0.0,2258.233723942645,0.0,18.826871766086114,0,0,0,0
2025-03-20 11:33:04.981,153,1565,1,14,151.57367010465606,1550.4104164299786,0.9906775823833729,13.869486153367221,0,0,0,0
2025-03-20 11:33:05.990,0,1845,0,18,0.0,1826.6701665001729,0.0,17.821172356099247,0,0,0,0
2025-03-20 11:33:07.000,153,1915,1,16,151.59690857154197,1897.4384308137442,0.990829467787856,15.853271484605695,0,0,0,0
2025-03-20 11:33:08.010,0,1400,0,15,0.0,1386.9600811387006,0.0,14.860286583628936,0,0,0,0
2025-03-20 11:33:09.020,3170,8415,13,28,3138.0249900756235,8330.119965768572,12.868872199048297,27.717570890257875,0,0,0,0
2025-03-20 11:33:10.030,143,2252,2,21,141.54192685281524,2229.037897010769,1.9796073685708426,20.785877369993848,0,0,0,0
2025-03-20 11:33:11.039,153,1213,1,11,151.45804925885147,1200.775253274424,0.9899218905807287,10.889140796388014,0,0,0,0
2025-03-20 11:33:12.049,0,1465,0,13,0.0,1452.311718319393,0.0,12.887407739352977,0,0,0,0
2025-03-20 11:33:13.058,153,1434,1,13,151.47799842651165,1419.7349656445601,0.9900522772974618,12.870679604867004,0,0,0,0
2025-03-20 11:33:14.067,74,3073,1,25,73.35413167884357,3046.179008771436,0.9912720497141023,24.78180124285256,0,0,0,0
2025-03-20 11:33:15.077,153,2319,1,17,151.59830525491455,2297.754705138215,0.9908385964373501,16.84425613943495,0,0,0,0
2025-03-20 11:33:16.086,0,1390,0,14,0.0,1377.764277086923,0.0,13.876762503033756,0,0,0,0
2025-03-20 11:33:17.096,207,1402,2,12,205.03911944409808,1388.7190601962584,1.981054294145875,11.88632576487525,0,0,0,0
2025-03-20 11:33:18.105,127,1616,2,15,125.73610498375415,1599.917682312966,1.9800961414764433,14.850721061073324,0,0,0,0
2025-03-20 11:33:19.115,195,1535,2,14,193.26402139519124,1521.3347325211207,1.9821950912327306,13.875365638629114,0,0,0,0
